sale_date,day_of_week,product_id,product_name,category,units_sold,is_weekend
2024-01-02,Tuesday,29,Fresh Get,Meat,9,False
2024-01-02,Tuesday,30,Premium Finish,Meat,30,False
2024-01-02,Tuesday,31,Premium Machine,Dairy,14,False
2024-01-02,Tuesday,32,Fresh Rest,Beverages,11,False
2024-01-02,Tuesday,33,Fresh Economic,Frozen,40,False
2024-01-02,Tuesday,34,Organic Summer,Frozen,27,False
2024-01-02,Tuesday,35,Organic Thus,Meat,38,False
2024-01-02,Tuesday,36,Premium Wrong,Bakery,19,False
2024-01-02,Tuesday,37,Premium Cause,Dairy,26,False
2024-01-02,Tuesday,38,Classic Easy,Beverages,24,False
2024-01-02,Tuesday,39,Fresh Local,Frozen,19,False
2024-01-02,Tuesday,40,Fresh Customer,Dairy,15,False
2024-01-02,Tuesday,41,Classic Century,Dairy,39,False
2024-01-02,Tuesday,42,Fresh Situation,Frozen,5,False
2024-01-02,Tuesday,43,Fresh Quickly,Beverages,39,False
2024-01-02,Tuesday,44,Premium Cause,Dairy,10,False
2024-01-02,Tuesday,45,Organic Leave,Produce,13,False
2024-01-02,Tuesday,46,Organic Strong,Bakery,25,False
2024-01-02,Tuesday,47,Fresh Strong,Produce,18,False
2024-01-02,Tuesday,48,Fresh Newspaper,Produce,8,False
2024-01-02,Tuesday,49,Fresh Carry,Dairy,5,False
2024-01-02,Tuesday,50,Premium Catch,Meat,14,False
2024-01-03,Wednesday,1,Fresh Third,Dairy,12,False
2024-01-03,Wednesday,2,Organic Skin,Meat,16,False
2024-01-03,Wednesday,3,Organic Your,Frozen,7,False
2024-01-03,Wednesday,4,Fresh Particularly,Frozen,31,False
2024-01-03,Wednesday,5,Classic South,Dairy,26,False
2024-01-03,Wednesday,6,Premium Project,Dairy,24,False
2024-01-03,Wednesday,7,Fresh Wait,Frozen,28,False
2024-01-03,Wednesday,8,Fresh Drug,Produce,29,False
2024-01-03,Wednesday,9,Organic With,Frozen,22,False
2024-01-03,Wednesday,10,Classic Ago,Beverages,24,False
2024-01-03,Wednesday,11,Organic Lot,Dairy,20,False
2024-01-03,Wednesday,12,Classic Republican,Bakery,36,False
2024-01-03,Wednesday,13,Organic Least,Dairy,13,False
2024-01-03,Wednesday,14,Organic Money,Bakery,23,False
2024-01-03,Wednesday,15,Classic Hundred,Bakery,25,False
2024-01-03,Wednesday,16,Fresh Rich,Produce,42,False
2024-01-03,Wednesday,17,Premium Baby,Frozen,34,False
2024-01-03,Wednesday,18,Classic Happy,Meat,32,False
2024-01-03,Wednesday,19,Premium Two,Meat,15,False
2024-01-03,Wednesday,20,Organic Without,Frozen,20,False
2024-01-03,Wednesday,21,Fresh Against,Meat,7,False
2024-01-03,Wednesday,22,Premium Simple,Beverages,20,False
2024-01-03,Wednesday,23,Premium Area,Meat,26,False
2024-01-03,Wednesday,24,Fresh Air,Beverages,34,False
2024-01-03,Wednesday,25,Classic We,Meat,49,False
2024-01-03,Wednesday,26,Classic Outside,Frozen,20,False
2024-01-03,Wednesday,27,Classic Support,Beverages,5,False
2024-01-03,Wednesday,28,Premium Represent,Produce,39,False
2024-01-03,Wednesday,29,Fresh Get,Meat,14,False
2024-01-03,Wednesday,30,Premium Finish,Meat,33,False
2024-01-03,Wednesday,31,Premium Machine,Dairy,13,False
2024-01-03,Wednesday,32,Fresh Rest,Beverages,18,False
2024-01-03,Wednesday,33,Fresh Economic,Frozen,30,False
2024-01-03,Wednesday,34,Organic Summer,Frozen,28,False
2024-01-03,Wednesday,35,Organic Thus,Meat,44,False
2024-01-03,Wednesday,36,Premium Wrong,Bakery,22,False
2024-01-03,Wednesday,37,Premium Cause,Dairy,20,False
2024-01-03,Wednesday,38,Classic Easy,Beverages,35,False
2024-01-03,Wednesday,39,Fresh Local,Frozen,11,False
2024-01-03,Wednesday,40,Fresh Customer,Dairy,24,False
2024-01-03,Wednesday,41,Classic Century,Dairy,30,False
2024-01-03,Wednesday,42,Fresh Situation,Frozen,7,False
2024-01-03,Wednesday,43,Fresh Quickly,Beverages,32,False
2024-01-03,Wednesday,44,Premium Cause,Dairy,9,False
2024-01-03,Wednesday,45,Organic Leave,Produce,11,False
2024-01-03,Wednesday,46,Organic Strong,Bakery,27,False
2024-01-03,Wednesday,47,Fresh Strong,Produce,21,False
2024-01-03,Wednesday,48,Fresh Newspaper,Produce,12,False
2024-01-03,Wednesday,49,Fresh Carry,Dairy,7,False
2024-01-03,Wednesday,50,Premium Catch,Meat,15,False
2024-01-04,Thursday,1,Fresh Third,Dairy,12,False
2024-01-04,Thursday,2,Organic Skin,Meat,22,False
2024-01-04,Thursday,3,Organic Your,Frozen,11,False
2024-01-04,Thursday,4,Fresh Particularly,Frozen,26,False
2024-01-04,Thursday,5,Classic South,Dairy,28,False
2024-01-04,Thursday,6,Premium Project,Dairy,33,False
2024-01-04,Thursday,7,Fresh Wait,Frozen,36,False
2024-01-04,Thursday,8,Fresh Drug,Produce,26,False
2024-01-04,Thursday,9,Organic With,Frozen,22,False
2024-01-04,Thursday,10,Classic Ago,Beverages,26,False
2024-01-04,Thursday,11,Organic Lot,Dairy,20,False
2024-01-04,Thursday,12,Classic Republican,Bakery,35,False
2024-01-04,Thursday,13,Organic Least,Dairy,12,False
2024-01-04,Thursday,14,Organic Money,Bakery,25,False
2024-01-04,Thursday,15,Classic Hundred,Bakery,17,False
2024-01-04,Thursday,16,Fresh Rich,Produce,34,False
2024-01-04,Thursday,17,Premium Baby,Frozen,33,False
2024-01-04,Thursday,18,Classic Happy,Meat,49,False
2024-01-04,Thursday,19,Premium Two,Meat,18,False
2024-01-04,Thursday,20,Organic Without,Frozen,25,False
2024-01-04,Thursday,21,Fresh Against,Meat,10,False
2024-01-04,Thursday,22,Premium Simple,Beverages,24,False
2024-01-04,Thursday,23,Premium Area,Meat,20,False
2024-01-04,Thursday,24,Fresh Air,Beverages,45,False
2024-01-04,Thursday,25,Classic We,Meat,50,False
2024-01-04,Thursday,26,Classic Outside,Frozen,23,False
2024-01-04,Thursday,27,Classic Support,Beverages,5,False
2024-01-04,Thursday,28,Premium Represent,Produce,25,False
2024-01-04,Thursday,29,Fresh Get,Meat,10,False
2024-01-04,Thursday,30,Premium Finish,Meat,24,False
2024-01-04,Thursday,31,Premium Machine,Dairy,9,False
2024-01-04,Thursday,32,Fresh Rest,Beverages,14,False
2024-01-04,Thursday,33,Fresh Economic,Frozen,35,False
2024-01-04,Thursday,34,Organic Summer,Frozen,25,False
2024-01-04,Thursday,35,Organic Thus,Meat,47,False
2024-01-04,Thursday,36,Premium Wrong,Bakery,16,False
2024-01-04,Thursday,37,Premium Cause,Dairy,28,False
2024-01-04,Thursday,38,Classic Easy,Beverages,34,False
2024-01-04,Thursday,39,Fresh Local,Frozen,14,False
2024-01-04,Thursday,40,Fresh Customer,Dairy,25,False
2024-01-04,Thursday,41,Classic Century,Dairy,26,False
2024-01-04,Thursday,42,Fresh Situation,Frozen,7,False
2024-01-04,Thursday,43,Fresh Quickly,Beverages,36,False
2024-01-04,Thursday,44,Premium Cause,Dairy,13,False
2024-01-04,Thursday,45,Organic Leave,Produce,9,False
2024-01-04,Thursday,46,Organic Strong,Bakery,23,False
2024-01-04,Thursday,47,Fresh Strong,Produce,16,False
2024-01-04,Thursday,48,Fresh Newspaper,Produce,10,False
2024-01-04,Thursday,49,Fresh Carry,Dairy,8,False
2024-01-04,Thursday,50,Premium Catch,Meat,14,False
2024-01-05,Friday,1,Fresh Third,Dairy,10,False
2024-01-05,Friday,2,Organic Skin,Meat,14,False
2024-01-05,Friday,3,Organic Your,Frozen,11,False
2024-01-05,Friday,4,Fresh Particularly,Frozen,32,False
2024-01-05,Friday,5,Classic South,Dairy,22,False
2024-01-05,Friday,6,Premium Project,Dairy,36,False
2024-01-05,Friday,7,Fresh Wait,Frozen,34,False
2024-01-05,Friday,8,Fresh Drug,Produce,31,False
2024-01-05,Friday,9,Organic With,Frozen,29,False
2024-01-05,Friday,10,Classic Ago,Beverages,21,False
2024-01-05,Friday,11,Organic Lot,Dairy,21,False
2024-01-05,Friday,12,Classic Republican,Bakery,32,False
2024-01-05,Friday,13,Organic Least,Dairy,10,False
2024-01-05,Friday,14,Organic Money,Bakery,26,False
2024-01-05,Friday,15,Classic Hundred,Bakery,23,False
2024-01-05,Friday,16,Fresh Rich,Produce,43,False
2024-01-05,Friday,17,Premium Baby,Frozen,36,False
2024-01-05,Friday,18,Classic Happy,Meat,33,False
2024-01-05,Friday,19,Premium Two,Meat,15,False
2024-01-05,Friday,20,Organic Without,Frozen,32,False
2024-01-05,Friday,21,Fresh Against,Meat,8,False
2024-01-05,Friday,22,Premium Simple,Beverages,15,False
2024-01-05,Friday,23,Premium Area,Meat,22,False
2024-01-05,Friday,24,Fresh Air,Beverages,47,False
2024-01-05,Friday,25,Classic We,Meat,45,False
2024-01-05,Friday,26,Classic Outside,Frozen,25,False
2024-01-05,Friday,27,Classic Support,Beverages,6,False
2024-01-05,Friday,28,Premium Represent,Produce,32,False
2024-01-05,Friday,29,Fresh Get,Meat,12,False
2024-01-05,Friday,30,Premium Finish,Meat,44,False
2024-01-05,Friday,31,Premium Machine,Dairy,11,False
2024-01-05,Friday,32,Fresh Rest,Beverages,15,False
2024-01-05,Friday,33,Fresh Economic,Frozen,30,False
2024-01-05,Friday,34,Organic Summer,Frozen,23,False
2024-01-05,Friday,35,Organic Thus,Meat,47,False
2024-01-05,Friday,36,Premium Wrong,Bakery,19,False
2024-01-05,Friday,37,Premium Cause,Dairy,27,False
2024-01-05,Friday,38,Classic Easy,Beverages,26,False
2024-01-05,Friday,39,Fresh Local,Frozen,15,False
2024-01-05,Friday,40,Fresh Customer,Dairy,27,False
2024-01-05,Friday,41,Classic Century,Dairy,33,False
2024-01-05,Friday,42,Fresh Situation,Frozen,4,False
2024-01-05,Friday,43,Fresh Quickly,Beverages,41,False
2024-01-05,Friday,44,Premium Cause,Dairy,10,False
2024-01-05,Friday,45,Organic Leave,Produce,11,False
2024-01-05,Friday,46,Organic Strong,Bakery,26,False
2024-01-05,Friday,47,Fresh Strong,Produce,12,False
2024-01-05,Friday,48,Fresh Newspaper,Produce,14,False
2024-01-05,Friday,49,Fresh Carry,Dairy,6,False
2024-01-05,Friday,50,Premium Catch,Meat,13,False
2024-01-06,Saturday,1,Fresh Third,Dairy,25,True
2024-01-06,Saturday,2,Organic Skin,Meat,45,True
2024-01-06,Saturday,3,Organic Your,Frozen,18,True
2024-01-06,Saturday,4,Fresh Particularly,Frozen,29,True
2024-01-06,Saturday,5,Classic South,Dairy,32,True
2024-01-06,Saturday,6,Premium Project,Dairy,59,True
2024-01-06,Saturday,7,Fresh Wait,Frozen,42,True
2024-01-06,Saturday,8,Fresh Drug,Produce,69,True
2024-01-06,Saturday,9,Organic With,Frozen,64,True
2024-01-06,Saturday,10,Classic Ago,Beverages,36,True
2024-01-06,Saturday,11,Organic Lot,Dairy,35,True
2024-01-06,Saturday,12,Classic Republican,Bakery,54,True
2024-01-06,Saturday,13,Organic Least,Dairy,11,True
2024-01-06,Saturday,14,Organic Money,Bakery,53,True
2024-01-06,Saturday,15,Classic Hundred,Bakery,43,True
2024-01-06,Saturday,16,Fresh Rich,Produce,78,True
2024-01-06,Saturday,17,Premium Baby,Frozen,73,True
2024-01-06,Saturday,18,Classic Happy,Meat,67,True
2024-01-06,Saturday,19,Premium Two,Meat,18,True
2024-01-06,Saturday,20,Organic Without,Frozen,51,True
2024-01-06,Saturday,21,Fresh Against,Meat,22,True
2024-01-06,Saturday,22,Premium Simple,Beverages,26,True
2024-01-06,Saturday,23,Premium Area,Meat,71,True
2024-01-06,Saturday,24,Fresh Air,Beverages,82,True
2024-01-06,Saturday,25,Classic We,Meat,72,True
2024-01-06,Saturday,26,Classic Outside,Frozen,39,True
2024-01-06,Saturday,27,Classic Support,Beverages,8,True
2024-01-06,Saturday,28,Premium Represent,Produce,91,True
2024-01-06,Saturday,29,Fresh Get,Meat,22,True
2024-01-06,Saturday,30,Premium Finish,Meat,71,True
2024-01-06,Saturday,31,Premium Machine,Dairy,19,True
2024-01-06,Saturday,32,Fresh Rest,Beverages,16,True
2024-01-06,Saturday,33,Fresh Economic,Frozen,56,True
2024-01-06,Saturday,34,Organic Summer,Frozen,38,True
2024-01-06,Saturday,35,Organic Thus,Meat,55,True
2024-01-06,Saturday,36,Premium Wrong,Bakery,42,True
2024-01-06,Saturday,37,Premium Cause,Dairy,50,True
2024-01-06,Saturday,38,Classic Easy,Beverages,65,True
2024-01-06,Saturday,39,Fresh Local,Frozen,38,True
2024-01-06,Saturday,40,Fresh Customer,Dairy,34,True
2024-01-06,Saturday,41,Classic Century,Dairy,42,True
2024-01-06,Saturday,42,Fresh Situation,Frozen,12,True
2024-01-06,Saturday,43,Fresh Quickly,Beverages,47,True
2024-01-06,Saturday,44,Premium Cause,Dairy,12,True
2024-01-06,Saturday,45,Organic Leave,Produce,16,True
2024-01-06,Saturday,46,Organic Strong,Bakery,58,True
2024-01-06,Saturday,47,Fresh Strong,Produce,44,True
2024-01-06,Saturday,48,Fresh Newspaper,Produce,17,True
2024-01-06,Saturday,49,Fresh Carry,Dairy,12,True
2024-01-06,Saturday,50,Premium Catch,Meat,11,True
2024-01-07,Sunday,1,Fresh Third,Dairy,17,True
2024-01-07,Sunday,2,Organic Skin,Meat,30,True
2024-01-07,Sunday,3,Organic Your,Frozen,17,True
2024-01-07,Sunday,4,Fresh Particularly,Frozen,39,True
2024-01-07,Sunday,5,Classic South,Dairy,37,True
2024-01-07,Sunday,6,Premium Project,Dairy,39,True
2024-01-07,Sunday,7,Fresh Wait,Frozen,47,True
2024-01-07,Sunday,8,Fresh Drug,Produce,72,True
2024-01-07,Sunday,9,Organic With,Frozen,62,True
2024-01-07,Sunday,10,Classic Ago,Beverages,30,True
2024-01-07,Sunday,11,Organic Lot,Dairy,34,True
2024-01-07,Sunday,12,Classic Republican,Bakery,63,True
2024-01-07,Sunday,13,Organic Least,Dairy,16,True
2024-01-07,Sunday,14,Organic Money,Bakery,51,True
2024-01-07,Sunday,15,Classic Hundred,Bakery,55,True
2024-01-07,Sunday,16,Fresh Rich,Produce,96,True
2024-01-07,Sunday,17,Premium Baby,Frozen,54,True
2024-01-07,Sunday,18,Classic Happy,Meat,65,True
2024-01-07,Sunday,19,Premium Two,Meat,23,True
2024-01-07,Sunday,20,Organic Without,Frozen,34,True
2024-01-07,Sunday,21,Fresh Against,Meat,20,True
2024-01-07,Sunday,22,Premium Simple,Beverages,36,True
2024-01-07,Sunday,23,Premium Area,Meat,85,True
2024-01-07,Sunday,24,Fresh Air,Beverages,87,True
2024-01-07,Sunday,25,Classic We,Meat,44,True
2024-01-07,Sunday,26,Classic Outside,Frozen,32,True
2024-01-07,Sunday,27,Classic Support,Beverages,7,True
2024-01-07,Sunday,28,Premium Represent,Produce,56,True
2024-01-07,Sunday,29,Fresh Get,Meat,36,True
2024-01-07,Sunday,30,Premium Finish,Meat,67,True
2024-01-07,Sunday,31,Premium Machine,Dairy,30,True
2024-01-07,Sunday,32,Fresh Rest,Beverages,22,True
2024-01-07,Sunday,33,Fresh Economic,Frozen,75,True
2024-01-07,Sunday,34,Organic Summer,Frozen,24,True
2024-01-07,Sunday,35,Organic Thus,Meat,75,True
2024-01-07,Sunday,36,Premium Wrong,Bakery,37,True
2024-01-07,Sunday,37,Premium Cause,Dairy,37,True
2024-01-07,Sunday,38,Classic Easy,Beverages,69,True
2024-01-07,Sunday,39,Fresh Local,Frozen,40,True
2024-01-07,Sunday,40,Fresh Customer,Dairy,47,True
2024-01-07,Sunday,41,Classic Century,Dairy,64,True
2024-01-07,Sunday,42,Fresh Situation,Frozen,16,True
2024-01-07,Sunday,43,Fresh Quickly,Beverages,73,True
2024-01-07,Sunday,44,Premium Cause,Dairy,14,True
2024-01-07,Sunday,45,Organic Leave,Produce,16,True
2024-01-07,Sunday,46,Organic Strong,Bakery,39,True
2024-01-07,Sunday,47,Fresh Strong,Produce,38,True
2024-01-07,Sunday,48,Fresh Newspaper,Produce,19,True
2024-01-07,Sunday,49,Fresh Carry,Dairy,12,True
2024-01-07,Sunday,50,Premium Catch,Meat,15,True
2024-01-08,Monday,1,Fresh Third,Dairy,10,False
2024-01-08,Monday,2,Organic Skin,Meat,13,False
2024-01-08,Monday,3,Organic Your,Frozen,10,False
2024-01-08,Monday,4,Fresh Particularly,Frozen,20,False
2024-01-08,Monday,5,Classic South,Dairy,19,False
2024-01-08,Monday,6,Premium Project,Dairy,24,False
2024-01-08,Monday,7,Fresh Wait,Frozen,33,False
2024-01-08,Monday,8,Fresh Drug,Produce,27,False
2024-01-08,Monday,9,Organic With,Frozen,23,False
2024-01-08,Monday,10,Classic Ago,Beverages,31,False
2024-01-08,Monday,11,Organic Lot,Dairy,20,False
2024-01-08,Monday,12,Classic Republican,Bakery,28,False
2024-01-08,Monday,13,Organic Least,Dairy,13,False
2024-01-08,Monday,14,Organic Money,Bakery,24,False
2024-01-08,Monday,15,Classic Hundred,Bakery,23,False
2024-01-08,Monday,16,Fresh Rich,Produce,41,False
2024-01-08,Monday,17,Premium Baby,Frozen,24,False
2024-01-08,Monday,18,Classic Happy,Meat,27,False
2024-01-08,Monday,19,Premium Two,Meat,14,False
2024-01-08,Monday,20,Organic Without,Frozen,18,False
2024-01-08,Monday,21,Fresh Against,Meat,9,False
2024-01-08,Monday,22,Premium Simple,Beverages,28,False
2024-01-08,Monday,23,Premium Area,Meat,36,False
2024-01-08,Monday,24,Fresh Air,Beverages,45,False
2024-01-08,Monday,25,Classic We,Meat,33,False
2024-01-08,Monday,26,Classic Outside,Frozen,18,False
2024-01-08,Monday,27,Classic Support,Beverages,4,False
2024-01-08,Monday,28,Premium Represent,Produce,29,False
2024-01-08,Monday,29,Fresh Get,Meat,10,False
2024-01-08,Monday,30,Premium Finish,Meat,38,False
2024-01-08,Monday,31,Premium Machine,Dairy,16,False
2024-01-08,Monday,32,Fresh Rest,Beverages,13,False
2024-01-08,Monday,33,Fresh Economic,Frozen,27,False
2024-01-08,Monday,34,Organic Summer,Frozen,30,False
2024-01-08,Monday,35,Organic Thus,Meat,44,False
2024-01-08,Monday,36,Premium Wrong,Bakery,20,False
2024-01-08,Monday,37,Premium Cause,Dairy,33,False
2024-01-08,Monday,38,Classic Easy,Beverages,39,False
2024-01-08,Monday,39,Fresh Local,Frozen,15,False
2024-01-08,Monday,40,Fresh Customer,Dairy,26,False
2024-01-08,Monday,41,Classic Century,Dairy,32,False
2024-01-08,Monday,42,Fresh Situation,Frozen,7,False
2024-01-08,Monday,43,Fresh Quickly,Beverages,32,False
2024-01-08,Monday,44,Premium Cause,Dairy,9,False
2024-01-08,Monday,45,Organic Leave,Produce,10,False
2024-01-08,Monday,46,Organic Strong,Bakery,20,False
2024-01-08,Monday,47,Fresh Strong,Produce,22,False
2024-01-08,Monday,48,Fresh Newspaper,Produce,13,False
2024-01-08,Monday,49,Fresh Carry,Dairy,6,False
2024-01-08,Monday,50,Premium Catch,Meat,10,False
2024-01-09,Tuesday,1,Fresh Third,Dairy,8,False
2024-01-09,Tuesday,2,Organic Skin,Meat,22,False
2024-01-09,Tuesday,3,Organic Your,Frozen,9,False
2024-01-09,Tuesday,4,Fresh Particularly,Frozen,34,False
2024-01-09,Tuesday,5,Classic South,Dairy,28,False
2024-01-09,Tuesday,6,Premium Project,Dairy,20,False
2024-01-09,Tuesday,7,Fresh Wait,Frozen,38,False
2024-01-09,Tuesday,8,Fresh Drug,Produce,20,False
2024-01-09,Tuesday,9,Organic With,Frozen,22,False
2024-01-09,Tuesday,10,Classic Ago,Beverages,26,False
2024-01-09,Tuesday,11,Organic Lot,Dairy,15,False
2024-01-09,Tuesday,12,Classic Republican,Bakery,25,False
2024-01-09,Tuesday,13,Organic Least,Dairy,16,False
2024-01-09,Tuesday,14,Organic Money,Bakery,15,False
2024-01-09,Tuesday,15,Classic Hundred,Bakery,19,False
2024-01-09,Tuesday,16,Fresh Rich,Produce,29,False
2024-01-09,Tuesday,17,Premium Baby,Frozen,38,False
2024-01-09,Tuesday,18,Classic Happy,Meat,49,False
2024-01-09,Tuesday,19,Premium Two,Meat,17,False
2024-01-09,Tuesday,20,Organic Without,Frozen,31,False
2024-01-09,Tuesday,21,Fresh Against,Meat,9,False
2024-01-09,Tuesday,22,Premium Simple,Beverages,19,False
2024-01-09,Tuesday,23,Premium Area,Meat,21,False
2024-01-09,Tuesday,24,Fresh Air,Beverages,33,False
2024-01-09,Tuesday,25,Classic We,Meat,28,False
2024-01-09,Tuesday,26,Classic Outside,Frozen,24,False
2024-01-09,Tuesday,27,Classic Support,Beverages,4,False
2024-01-09,Tuesday,28,Premium Represent,Produce,27,False
2024-01-09,Tuesday,29,Fresh Get,Meat,11,False
2024-01-09,Tuesday,30,Premium Finish,Meat,36,False
2024-01-09,Tuesday,31,Premium Machine,Dairy,10,False
2024-01-09,Tuesday,32,Fresh Rest,Beverages,13,False
2024-01-09,Tuesday,33,Fresh Economic,Frozen,40,False
2024-01-09,Tuesday,34,Organic Summer,Frozen,21,False
2024-01-09,Tuesday,35,Organic Thus,Meat,44,False
2024-01-09,Tuesday,36,Premium Wrong,Bakery,21,False
2024-01-09,Tuesday,37,Premium Cause,Dairy,24,False
2024-01-09,Tuesday,38,Classic Easy,Beverages,42,False
2024-01-09,Tuesday,39,Fresh Local,Frozen,12,False
2024-01-09,Tuesday,40,Fresh Customer,Dairy,23,False
2024-01-09,Tuesday,41,Classic Century,Dairy,35,False
2024-01-09,Tuesday,42,Fresh Situation,Frozen,7,False
2024-01-09,Tuesday,43,Fresh Quickly,Beverages,36,False
2024-01-09,Tuesday,44,Premium Cause,Dairy,7,False
2024-01-09,Tuesday,45,Organic Leave,Produce,7,False
2024-01-09,Tuesday,46,Organic Strong,Bakery,20,False
2024-01-09,Tuesday,47,Fresh Strong,Produce,21,False
2024-01-09,Tuesday,48,Fresh Newspaper,Produce,11,False
2024-01-09,Tuesday,49,Fresh Carry,Dairy,5,False
2024-01-09,Tuesday,50,Premium Catch,Meat,12,False
2024-01-10,Wednesday,1,Fresh Third,Dairy,11,False
2024-01-10,Wednesday,2,Organic Skin,Meat,16,False
2024-01-10,Wednesday,3,Organic Your,Frozen,6,False
2024-01-10,Wednesday,4,Fresh Particularly,Frozen,23,False
2024-01-10,Wednesday,5,Classic South,Dairy,30,False
2024-01-10,Wednesday,6,Premium Project,Dairy,23,False
2024-01-10,Wednesday,7,Fresh Wait,Frozen,32,False
2024-01-10,Wednesday,8,Fresh Drug,Produce,34,False
2024-01-10,Wednesday,9,Organic With,Frozen,26,False
2024-01-10,Wednesday,10,Classic Ago,Beverages,20,False
2024-01-10,Wednesday,11,Organic Lot,Dairy,14,False
2024-01-10,Wednesday,12,Classic Republican,Bakery,32,False
2024-01-10,Wednesday,13,Organic Least,Dairy,15,False
2024-01-10,Wednesday,14,Organic Money,Bakery,26,False
2024-01-10,Wednesday,15,Classic Hundred,Bakery,26,False
2024-01-10,Wednesday,16,Fresh Rich,Produce,25,False
2024-01-10,Wednesday,17,Premium Baby,Frozen,26,False
2024-01-10,Wednesday,18,Classic Happy,Meat,29,False
